Артикул,Пристрій,Клас,К-ть пропозицій,Найкраща ціна $,Постачальник,Всі пропозиції
U.061.000-061,Apple IPhone 17 Pro Max,Скло дисплейного модулю,9,2.6,refparts,2.6$ refparts (Великий опт — Скло+ОСА G+OCA pro iPhone 17 Pro Max) | 2.65$ refparts (Середній опт — Скло+ОСА G+OCA pro iPhone 17 Pro Max) | 2.7$ refparts (Дрібний опт — Скло+ОСА G+OCA pro iPhone 17 Pro Max) | 3.0$ refparts (Великий опт — Скло+ОСА MUSTTBY iPhone 17 Pro Max) | 3.05$ refparts (Середній опт — Скло+ОСА MUSTTBY iPhone 17 Pro Max) | 3.1$ refparts (Дрібний опт — Скло+ОСА MUSTTBY iPhone 17 Pro Max) | 4.5$ refparts (Великий опт — Скло+ОСА Feaglet iPhone 17 Pro Max) | 4.55$ refparts (Середній опт — Скло+ОСА Feaglet iPhone 17 Pro Max) | 4.6$ refparts (Дрібний опт — Скло+ОСА Feaglet iPhone 17 Pro Max)
U.114.000-001,"Apple IPhone 6, Apple IPhone 6 Plus, Apple IPhone 6s, Apple IPhone 6s Plus, Apple IPhone SE, Apple IPhone 7, Apple IPhone 7 Plus, Apple IPhone 8, Apple IPhone 8 Plus, Apple IPhone X, Apple IPhone XR, Apple IPhone XS, Apple IPhone XS Max, Apple IPhone 11, Apple IPhone 11 Pro, Apple IPhone 11 Pro Max, Apple IPhone SE 2, Apple IPhone 12, Apple IPhone 12 Mini, Apple IPhone 12 Pro, Apple IPhone 12 Pro Max, Apple IPhone 13, Apple IPhone 13 Mini, Apple IPhone 13 Pro, Apple IPhone 13 Pro Max, Apple IPhone SE 3, Apple IPhone 14, Apple IPhone 14 Plus, Apple IPhone 14 Pro, Apple IPhone 14 Pro Max",Програматор для iPhone,0,,,
U.023.000-024,Google Pixel 10,Дисплейний модуль,0,,,
U.052.000-018,Google Pixel 10,Рамка основної камери,0,,,
U.052.000-019,Google Pixel 10,Рамка основної камери,0,,,
U.052.000-020,Google Pixel 10,Рамка основної камери,0,,,
U.052.000-021,Google Pixel 10,Рамка основної камери,0,,,
U.081.000-055,Google Pixel 10,Кришка корпусу задня без обвісу,0,,,
U.081.000-056,Google Pixel 10,Кришка корпусу задня без обвісу,0,,,
U.084.000-078,Google Pixel 10,Корпус смартфону в зборі,0,,,
U.084.000-079,Google Pixel 10,Корпус смартфону в зборі,0,,,
U.161.000-012,Google Pixel 10,Форма полірувальна,0,,,
U.023.000-025,Google Pixel 10 Pro,Дисплейний модуль,0,,,
U.081.000-057,Google Pixel 10 Pro,Кришка корпусу задня без обвісу,0,,,
U.081.000-058,Google Pixel 10 Pro,Кришка корпусу задня без обвісу,0,,,
U.084.000-086,Google Pixel 10 Pro,Корпус смартфону в зборі,0,,,
U.084.000-087,Google Pixel 10 Pro,Корпус смартфону в зборі,0,,,
U.023.000-065,Google Pixel 10 Pro,Дисплейний модуль,0,,,
U.161.000-013,Google Pixel 10 Pro,Форма полірувальна,0,,,
U.024.000-031,Google Pixel 10 Pro Fold,Кришка корпусу задня з обвісом,0,,,
U.081.000-061,Google Pixel 10 Pro Fold,Кришка корпусу задня без обвісу,0,,,
U.023.000-026,Google Pixel 10 Pro XL,Дисплейний модуль,0,,,
U.052.000-016,Google Pixel 10 Pro XL,Рамка основної камери,0,,,
U.052.000-017,Google Pixel 10 Pro XL,Рамка основної камери,0,,,
U.081.000-059,Google Pixel 10 Pro XL,Кришка корпусу задня без обвісу,0,,,
U.081.000-060,Google Pixel 10 Pro XL,Кришка корпусу задня без обвісу,0,,,
U.081.000-090,Google Pixel 10 Pro XL,Кришка корпусу задня без обвісу,0,,,
U.084.000-080,Google Pixel 10 Pro XL,Корпус смартфону в зборі,0,,,
U.084.000-081,Google Pixel 10 Pro XL,Корпус смартфону в зборі,0,,,
U.061.000-043,Google Pixel 10 Pro XL,Скло дисплейного модулю,0,,,
U.023.000-072,Google Pixel 10 Pro XL,Дисплейний модуль,0,,,
U.161.000-014,Google Pixel 10 Pro XL,Форма полірувальна,0,,,
U.061.000-032,Google Pixel 4a,Скло дисплейного модулю,0,,,
U.061.000-031,Google Pixel 5,Скло дисплейного модулю,0,,,
U.061.000-058,Google Pixel 6,Скло дисплейного модулю,0,,,
U.008.000-003,Google Pixel 7,АКБ без калібрування,0,,,
U.019.000-001,Google Pixel 7,Шлейф з датчиком наближення,0,,,
U.145.000-003,Google Pixel 7,Шлейф мікрофону,0,,,
U.021.000-012,Google Pixel 7,Динамік верхній (Speaker),0,,,
U.021.000-020,Google Pixel 2 XL,Динамік верхній (Speaker),0,,,
U.022.000-012,Google Pixel 7,Динамік нижній (Buzzer),0,,,
U.023.000-011,Google Pixel 7,Дисплейний модуль,0,,,
U.025.000-008,Google Pixel 7,Камера основна без лідару,0,,,
U.033.000-006,Google Pixel 7,Комплект кнопок регулювання гучності та увімкнення,0,,,
U.033.000-007,Google Pixel 7,Комплект кнопок регулювання гучності та увімкнення,0,,,
U.043.000-001,Google Pixel 7,Лоток SIM,0,,,
U.043.000-002,Google Pixel 7,Лоток SIM,0,,,
U.061.000-009,Google Pixel 7,Скло дисплейного модулю,0,,,
U.061.000-077,Google Pixel 7a,Скло дисплейного модулю,0,,,
U.083.000-001,Google Pixel 7,Кришка корпусу задня верхня,0,,,
U.084.000-060,Google Pixel 7,Корпус смартфону в зборі,0,,,
U.084.000-061,Google Pixel 7,Корпус смартфону в зборі,0,,,
U.085.000-008,Google Pixel 7,Камера фронтальна без FaceID,0,,,
U.085.000-016,Google Pixel 2 XL,Камера фронтальна без FaceID,0,,,
U.087.000-001,Google Pixel 7,Кришка корпусу задня низ,0,,,
U.087.000-002,Google Pixel 7,Кришка корпусу задня низ,0,,,
U.088.000-005,Google Pixel 7,Комплект кришок задніх корпусу,0,,,
U.088.000-006,Google Pixel 7,Комплект кришок задніх корпусу,0,,,
U.089.000-001,Google Pixel 7,Антена модулю GSM,0,,,
U.155.000-002,Google Pixel 7,Антена 5G,0,,,
U.155.000-003,Google Pixel 7 Pro,Антена 5G,0,,,
U.161.000-010,Google Pixel 7,Форма полірувальна,0,,,
U.008.000-004,Google Pixel 7 Pro,АКБ без калібрування,0,,,
U.019.000-002,Google Pixel 7 Pro,Шлейф з датчиком наближення,0,,,
U.021.000-013,Google Pixel 7 Pro,Динамік верхній (Speaker),0,,,
U.022.000-013,Google Pixel 7 Pro,Динамік нижній (Buzzer),0,,,
U.023.000-030,Google Pixel 7 Pro,Дисплейний модуль,0,,,
U.023.000-012,Google Pixel 7 Pro,Дисплейний модуль,0,,,
U.025.000-009,Google Pixel 7 Pro,Камера основна без лідару,0,,,
U.025.000-027,Google Pixel 2 XL,Камера основна без лідару,0,,,
U.033.000-008,Google Pixel 7 Pro,Комплект кнопок регулювання гучності та увімкнення,0,,,
U.033.000-009,Google Pixel 7 Pro,Комплект кнопок регулювання гучності та увімкнення,0,,,
U.035.000-018,Google Pixel 7 Pro,Комплект скла основної камери,0,,,
U.035.000-029,Google Pixel 7,Комплект скла основної камери,0,,,
U.035.000-030,Samsung Galaxy S24 Ultra,Комплект скла основної камери,0,,,
U.043.000-003,Google Pixel 7 Pro,Лоток SIM,0,,,
U.043.000-014,Apple iPhone 13,Лоток SIM,0,,,
U.043.000-029,,Лоток SIM,0,,,
U.061.000-010,Google Pixel 7 Pro,Скло дисплейного модулю,0,,,
U.083.000-002,Google Pixel 7 Pro,Кришка корпусу задня верхня,0,,,
U.084.000-062,Google Pixel 7 Pro,Корпус смартфону в зборі,0,,,
U.084.000-063,Google Pixel 7 Pro,Корпус смартфону в зборі,0,,,
U.085.000-009,Google Pixel 7 Pro,Камера фронтальна без FaceID,0,,,
U.087.000-003,Google Pixel 7 Pro,Кришка корпусу задня низ,0,,,
U.088.000-007,Google Pixel 7 Pro,Комплект кришок задніх корпусу,0,,,
U.019.000-003,Google Pixel 8,Шлейф з датчиком наближення,0,,,
U.021.000-014,Google Pixel 8,Динамік верхній (Speaker),0,,,
U.022.000-014,Google Pixel 8,Динамік нижній (Buzzer),0,,,
U.022.000-018,Google Pixel 2 XL,Динамік нижній (Buzzer),0,,,
U.023.000-027,Google Pixel 8,Дисплейний модуль,0,,,
U.023.000-054,Google Pixel 8,Дисплейний модуль,0,,,
U.023.000-013,Google Pixel 8,Дисплейний модуль,0,,,
U.025.000-010,Google Pixel 8,Камера основна без лідару,0,,,
U.033.000-010,Google Pixel 8,Комплект кнопок регулювання гучності та увімкнення,0,,,
U.033.000-011,Google Pixel 8,Комплект кнопок регулювання гучності та увімкнення,0,,,
U.033.000-012,Google Pixel 8,Комплект кнопок регулювання гучності та увімкнення,0,,,
U.043.000-004,Google Pixel 8,Лоток SIM,0,,,
U.043.000-005,Google Pixel 8,Лоток SIM,0,,,
U.043.000-006,Google Pixel 8,Лоток SIM,0,,,
U.043.000-007,Google Pixel 8,Лоток SIM,0,,,
U.061.000-011,Google Pixel 8,Скло дисплейного модулю,0,,,
U.081.000-092,Google Pixel 8,Кришка корпусу задня без обвісу,0,,,
U.083.000-003,Google Pixel 8,Кришка корпусу задня верхня,0,,,
U.083.000-004,Google Pixel 8,Кришка корпусу задня верхня,0,,,
U.083.000-005,Google Pixel 8,Кришка корпусу задня верхня,0,,,
U.084.000-064,Google Pixel 8,Корпус смартфону в зборі,0,,,
U.084.000-065,Google Pixel 8,Корпус смартфону в зборі,0,,,
U.085.000-010,Google Pixel 8,Камера фронтальна без FaceID,0,,,
U.087.000-004,Google Pixel 8,Кришка корпусу задня низ,0,,,
U.087.000-005,Google Pixel 8,Кришка корпусу задня низ,0,,,
U.087.000-006,Google Pixel 8,Кришка корпусу задня низ,0,,,
U.088.000-008,Google Pixel 8,Комплект кришок задніх корпусу,0,,,
U.088.000-009,Google Pixel 8,Комплект кришок задніх корпусу,0,,,
U.088.000-010,Google Pixel 8,Комплект кришок задніх корпусу,0,,,
U.145.000-001,Google Pixel 8,Шлейф мікрофону,0,,,
U.174.000-001,Google Pixel 2 XL,Мікрофон,0,,,
U.061.000-044,Google Pixel 8,Скло дисплейного модулю,0,,,
U.049.000-021,Google Pixel 8,Проклейка для ДМ,0,,,
U.049.000-035,,Проклейка для ДМ,0,,,
U.023.000-067,Google Pixel 8,Дисплейний модуль,0,,,
U.035.000-024,Google Pixel 8,Комплект скла основної камери,0,,,
U.161.000-011,Google Pixel 8,Форма полірувальна,0,,,
U.023.000-073,Google Pixel 8,Дисплейний модуль,0,,,
U.019.000-004,Google Pixel 8 Pro,Шлейф з датчиком наближення,0,,,
U.021.000-016,Google Pixel 8 Pro,Динамік верхній (Speaker),0,,,
U.022.000-016,Google Pixel 8 Pro,Динамік нижній (Buzzer),0,,,
U.023.000-028,Google Pixel 8 Pro,Дисплейний модуль,0,,,
U.023.000-052,Google Pixel 8 Pro,Дисплейний модуль,0,,,
U.023.000-014,Google Pixel 8 Pro,Дисплейний модуль,0,,,
U.025.000-012,Google Pixel 8 Pro,Камера основна без лідару,0,,,
U.033.000-015,Google Pixel 8 Pro,Комплект кнопок регулювання гучності та увімкнення,0,,,
U.033.000-016,Google Pixel 8 Pro,Комплект кнопок регулювання гучності та увімкнення,0,,,
U.035.000-017,Google Pixel 8 Pro,Комплект скла основної камери,0,,,
U.043.000-010,Google Pixel 8 Pro,Лоток SIM,0,,,
U.043.000-011,Google Pixel 8 Pro,Лоток SIM,0,,,
U.043.000-012,Google Pixel 8 Pro,Лоток SIM,0,,,
U.043.000-015,Google Pixel 8 Pro,Лоток SIM,0,,,
U.043.000-016,Google Pixel 9,Лоток SIM,0,,,
U.043.000-017,Google Pixel 9 Pro,Лоток SIM,0,,,
U.043.000-018,Google Pixel 9 Pro,Лоток SIM,0,,,
U.043.000-019,Google Pixel 9 Pro XL,Лоток SIM,0,,,
U.043.000-020,Google Pixel 9 Pro XL,Лоток SIM,0,,,
U.043.000-021,Google Pixel 9 a,Лоток SIM,0,,,
U.043.000-022,Google Pixel 9 a,Лоток SIM,0,,,
U.043.000-023,Google Pixel 9 Pro,Лоток SIM,0,,,
U.043.000-024,Google Pixel 10,Лоток SIM,0,,,
U.043.000-025,Google Pixel 10,Лоток SIM,0,,,
U.043.000-026,Google Pixel 10 Pro XL,Лоток SIM,0,,,
U.043.000-027,Google Pixel 10 Pro XL,Лоток SIM,0,,,
U.043.000-028,Google Pixel 10,Лоток SIM,0,,,
U.061.000-038,Google Pixel 8 Pro,Скло дисплейного модулю,0,,,
U.061.000-039,Google Pixel 8 Pro,Скло дисплейного модулю,0,,,
U.061.000-076,Google Pixel 9 a,Скло дисплейного модулю,0,,,
U.084.000-068,Google Pixel 8 Pro,Корпус смартфону в зборі,0,,,
U.084.000-069,Google Pixel 8 Pro,Корпус смартфону в зборі,0,,,
U.084.000-070,Google Pixel 8 Pro,Корпус смартфону в зборі,0,,,
U.085.000-012,Google Pixel 8 Pro,Камера фронтальна без FaceID,0,,,
U.087.000-007,Google Pixel 8 Pro,Кришка корпусу задня низ,0,,,
U.088.000-001,Google Pixel 8 Pro,Комплект кришок задніх корпусу,0,,,
U.088.000-002,Google Pixel 8 Pro,Комплект кришок задніх корпусу,0,,,
U.088.000-003,Google Pixel 8 Pro,Комплект кришок задніх корпусу,0,,,
U.088.000-004,Google Pixel 8 Pro,Комплект кришок задніх корпусу,0,,,
U.023.000-063,Google Pixel 8 Pro,Дисплейний модуль,0,,,
U.049.000-022,Google Pixel 8 Pro,Проклейка для ДМ,0,,,
U.049.000-034,,Проклейка для ДМ,0,,,
U.049.000-029,Google Pixel 7 Pro,Проклейка для ДМ,0,,,
U.023.000-068,Google Pixel 8 Pro,Дисплейний модуль,0,,,
U.026.000-017,Google Pixel 8 Pro,Камера основна з лідаром,0,,,
U.061.000-057,Google Pixel 8 Pro,Скло дисплейного модулю,0,,,
U.008.000-005,Google Pixel 8a,АКБ без калібрування,0,,,
U.021.000-015,Google Pixel 8a,Динамік верхній (Speaker),0,,,
U.022.000-015,Google Pixel 8a,Динамік нижній (Buzzer),0,,,
U.023.000-053,Google Pixel 8A,Дисплейний модуль,0,,,
U.023.000-015,Google Pixel 8a,Дисплейний модуль,0,,,
U.025.000-011,Google Pixel 8a,Камера основна без лідару,0,,,
U.025.000-031,Google Pixel 8a,Камера основна без лідару,0,,,
U.025.000-032,Google Pixel 8a,Камера основна без лідару,0,,,
U.033.000-013,Google Pixel 8a,Комплект кнопок регулювання гучності та увімкнення,0,,,
U.033.000-014,Google Pixel 8a,Комплект кнопок регулювання гучності та увімкнення,0,,,
U.043.000-008,Google Pixel 8a,Лоток SIM,0,,,
U.043.000-009,Google Pixel 8a,Лоток SIM,0,,,
U.052.000-001,Google Pixel 8a,Рамка основної камери,0,,,
U.052.000-002,Google Pixel 8a,Рамка основної камери,0,,,
U.052.000-003,Google Pixel 8a,Рамка основної камери,0,,,
U.061.000-012,Google Pixel 8a,Скло дисплейного модулю,0,,,
U.084.000-066,Google Pixel 8a,Корпус смартфону в зборі,0,,,
U.084.000-067,Google Pixel 8a,Корпус смартфону в зборі,0,,,
U.085.000-011,Google Pixel 8a,Камера фронтальна без FaceID,0,,,
U.088.000-011,Google Pixel 8a,Комплект кришок задніх корпусу,0,,,
U.088.000-012,Google Pixel 8a,Комплект кришок задніх корпусу,0,,,
U.088.000-013,Google Pixel 8a,Комплект кришок задніх корпусу,0,,,
U.061.000-051,Google Pixel 8a,Скло дисплейного модулю,0,,,
U.023.000-069,Google Pixel 8a,Дисплейний модуль,0,,,
U.019.000-005,Google Pixel 9,Шлейф з датчиком наближення,0,,,
U.023.000-051,Google Pixel 9,Дисплейний модуль,0,,,
U.023.000-016,Google Pixel 9,Дисплейний модуль,0,,,
U.023.000-061,Google Pixel 9,Дисплейний модуль,0,,,
U.025.000-013,Google Pixel 9,Камера основна без лідару,0,,,
U.049.000-010,Google Pixel 9,Проклейка для ДМ,0,,,
U.052.000-012,Google Pixel 9,Рамка основної камери,0,,,
U.052.000-013,Google Pixel 9,Рамка основної камери,0,,,
U.052.000-014,Google Pixel 9,Рамка основної камери,0,,,
U.052.000-015,Google Pixel 9,Рамка основної камери,0,,,
U.061.000-013,Google Pixel 9,Скло дисплейного модулю,0,,,
U.081.000-042,Google Pixel 9,Кришка корпусу задня без обвісу,0,,,
U.081.000-043,Google Pixel 9,Кришка корпусу задня без обвісу,0,,,
U.081.000-044,Google Pixel 9,Кришка корпусу задня без обвісу,0,,,
U.081.000-045,Google Pixel 9,Кришка корпусу задня без обвісу,0,,,
U.084.000-071,Google Pixel 9,Корпус смартфону в зборі,0,,,
U.084.000-072,Google Pixel 9,Корпус смартфону в зборі,0,,,
U.084.000-073,Google Pixel 9,Корпус смартфону в зборі,0,,,
U.084.000-083,Google Pixel 9,Корпус смартфону в зборі,0,,,
U.085.000-013,Google Pixel 9,Камера фронтальна без FaceID,0,,,
U.106.000-001,Google Pixel 9,Антена модулю GSM з мікрофоном,0,,,
U.061.000-050,Google Pixel 9,Скло дисплейного модулю,0,,,
U.146.000-001,Google Pixel 9,Шлейф міжплатний,0,,,
U.173.000-001,Google Pixel 9,Шлейф антени,0,,,
U.075.000-014,Google Pixel 9,Шлейф кнопок гучності і вмикання,0,,,
U.075.000-016,,Шлейф кнопок гучності і вмикання,0,,,
U.075.000-017,Google Pixel 7 Pro,Шлейф кнопок гучності і вмикання,0,,,
U.147.000-001,Google Pixel 9,Плата зарядки,0,,,
U.147.000-004,,Плата зарядки,0,,,
U.147.000-002,Samsung Galaxy S24,Плата зарядки,0,,,
U.147.000-003,,Плата зарядки,0,,,
U.035.000-023,Google Pixel 9,Комплект скла основної камери,0,,,
U.049.000-017,Google Pixel 9,Проклейка для ДМ,0,,,
U.026.000-016,Google Pixel 9,Камера основна з лідаром,0,,,
U.081.000-091,Google Pixel 9 Fold,Кришка корпусу задня без обвісу,0,,,
U.019.000-006,Google Pixel 9 Pro,Шлейф з датчиком наближення,0,,,
U.023.000-049,Google Pixel 9 Pro,Дисплейний модуль,0,,,
U.023.000-017,Google Pixel 9 Pro,Дисплейний модуль,0,,,
U.024.000-030,Google Pixel 9 Pro,Кришка корпусу задня з обвісом,0,,,
U.025.000-014,Google Pixel 9 Pro,Камера основна без лідару,0,,,
U.052.000-008,Google Pixel 9 Pro,Рамка основної камери,0,,,
U.052.000-009,Google Pixel 9 Pro,Рамка основної камери,0,,,
U.052.000-010,Google Pixel 9 Pro,Рамка основної камери,0,,,
U.052.000-011,Google Pixel 9 Pro,Рамка основної камери,0,,,
U.061.000-014,Google Pixel 9 Pro,Скло дисплейного модулю,0,,,
U.061.000-072,Google Pixel 9 a,Скло дисплейного модулю,0,,,
U.061.000-073,Google Pixel 10,Скло дисплейного модулю,0,,,
U.061.000-074,Google Pixel 9 Pro,Скло дисплейного модулю,0,,,
U.061.000-075,Google Pixel 10 Pro XL,Скло дисплейного модулю,0,,,
U.061.000-079,,Скло дисплейного модулю,0,,,
U.081.000-046,Google Pixel 9 Pro,Кришка корпусу задня без обвісу,0,,,
U.081.000-047,Google Pixel 9 Pro,Кришка корпусу задня без обвісу,0,,,
U.081.000-048,Google Pixel 9 Pro,Кришка корпусу задня без обвісу,0,,,
U.084.000-074,Google Pixel 9 Pro,Корпус смартфону в зборі,0,,,
U.084.000-082,Google Pixel 9 Pro,Корпус смартфону в зборі,0,,,
U.084.000-088,Google Pixel 9 Pro,Корпус смартфону в зборі,0,,,
U.085.000-014,Google Pixel 9 Pro,Камера фронтальна без FaceID,0,,,
U.106.000-002,Google Pixel 9 Pro,Антена модулю GSM з мікрофоном,0,,,
U.035.000-022,Google Pixel 9 Pro,Комплект скла основної камери,0,,,
U.035.000-028,Google Pixel 9 Pro,Комплект скла основної камери,0,,,
U.035.000-033,Google Pixel 9 Pro XL,Комплект скла основної камери,0,,,
U.035.000-034,Google Pixel 9 a,Комплект скла основної камери,0,,,
U.035.000-035,Google Pixel 10 Pro XL,Комплект скла основної камери,0,,,
U.061.000-052,Google Pixel 9 Pro,Скло дисплейного модулю,0,,,
U.049.000-015,Google Pixel 9 Pro,Проклейка для ДМ,0,,,
U.146.000-003,Google Pixel 9 Pro,Шлейф міжплатний,0,,,
U.084.000-093,Google Pixel 9 Pro,Корпус смартфону в зборі,0,,,
U.155.000-001,Google Pixel 9 Pro,Антена 5G,0,,,
U.004.000-001,Google Pixel 9 Pro,Кріплення,0,,,
U.004.000-003,Google Pixel 7 Pro,Кріплення,0,,,
U.004.000-002,Google Pixel 9 Pro,Кріплення,0,,,
U.004.000-004,Google Pixel 8,Кріплення,0,,,
U.004.000-005,Google Pixel 7,Кріплення,0,,,
U.004.000-006,Apple iPhone 13,Кріплення,0,,,
U.076.000-012,Google Pixel 9 Pro,Шлейф модулю Bluetooth/NFC,0,,,
U.023.000-048,Google Pixel 9 Pro Fold,Дисплейний модуль,0,,,
U.023.000-075,Google Pixel 9 Pro Fold,Дисплейний модуль,0,,,
U.081.000-049,Google Pixel 9 Pro Fold,Кришка корпусу задня без обвісу,0,,,
U.081.000-089,Google Pixel 9 Pro Fold,Кришка корпусу задня без обвісу,0,,,
U.019.000-007,Google Pixel 9 Pro XL,Шлейф з датчиком наближення,0,,,
U.019.000-013,Apple iPhone 13,Шлейф з датчиком наближення,0,,,
U.023.000-047,Google Pixel 9 Pro XL,Дисплейний модуль,0,,,
U.023.000-018,Google Pixel 9 Pro XL,Дисплейний модуль,0,,,
U.025.000-015,Google Pixel 9 Pro XL,Камера основна без лідару,0,,,
U.049.000-011,Google Pixel 9 Pro XL,Проклейка для ДМ,0,,,
U.049.000-032,Google Pixel 9 Pro,Проклейка для ДМ,0,,,
U.052.000-004,Google Pixel 9 Pro XL,Рамка основної камери,0,,,
U.052.000-005,Google Pixel 9 Pro XL,Рамка основної камери,0,,,
U.052.000-006,Google Pixel 9 Pro XL,Рамка основної камери,0,,,
U.052.000-007,Google Pixel 9 Pro XL,Рамка основної камери,0,,,
U.061.000-015,Google Pixel 9 Pro XL,Скло дисплейного модулю,0,,,
U.081.000-051,Google Pixel 9 Pro XL,Кришка корпусу задня без обвісу,0,,,
U.081.000-052,Google Pixel 9 Pro XL,Кришка корпусу задня без обвісу,0,,,
U.081.000-053,Google Pixel 9 Pro XL,Кришка корпусу задня без обвісу,0,,,
U.081.000-054,Google Pixel 9 Pro XL,Кришка корпусу задня без обвісу,0,,,
U.084.000-075,Google Pixel 9 Pro XL,Корпус смартфону в зборі,0,,,
U.084.000-076,Google Pixel 9 Pro XL,Корпус смартфону в зборі,0,,,
U.085.000-015,Google Pixel 9 Pro XL,Камера фронтальна без FaceID,0,,,
U.085.000-017,,Камера фронтальна без FaceID,0,,,
U.085.000-018,Google Pixel 9 Pro Fold,Камера фронтальна без FaceID,0,,,
U.085.000-019,Google Pixel 10,Камера фронтальна без FaceID,0,,,
U.106.000-003,Google Pixel 9 Pro XL,Антена модулю GSM з мікрофоном,0,,,
U.049.000-016,Google Pixel 9 Pro XL,Проклейка для ДМ,0,,,
U.049.000-030,Google Pixel 10 Pro XL,Проклейка для ДМ,0,,,
U.049.000-031,Google Pixel 9 a,Проклейка для ДМ,0,,,
U.146.000-002,Google Pixel 9 Pro XL,Шлейф міжплатний,0,,,
U.026.000-015,Google Pixel 9 Pro XL,Камера основна з лідаром,0,,,
U.023.000-066,Google Pixel 9 Pro XL,Дисплейний модуль,0,,,
U.084.000-091,Google Pixel 9 Pro XL,Корпус смартфону в зборі,0,,,
U.084.000-092,Google Pixel 9 Pro XL,Корпус смартфону в зборі,0,,,
U.084.000-094,Google Pixel 9 Pro XL,Корпус смартфону в зборі,0,,,
U.084.000-077,Google Pixel 9 Pro XL Fold,Корпус смартфону в зборі,0,,,
U.009.000-084,"Google Pixel 9, Google Pixel 9 Pro",АКБ з калібруванням,0,,,
U.009.000-091,Google Pixel 2 XL,АКБ з калібруванням,0,,,
U.023.000-050,Google Pixel 9 a,Дисплейний модуль,0,,,
U.024.000-028,Google Pixel 9 a,Кришка корпусу задня з обвісом,0,,,
U.024.000-029,Google Pixel 9 a,Кришка корпусу задня з обвісом,0,,,
U.052.000-023,Google Pixel 9 a,Рамка основної камери,0,,,
U.081.000-040,Google Pixel 9 a,Кришка корпусу задня без обвісу,0,,,
U.081.000-041,Google Pixel 9 a,Кришка корпусу задня без обвісу,0,,,
U.144.000-009,Google Pixel 9 a,Гвинти фіксуючі (корпусні),0,,,
U.144.000-010,Google Pixel 9,Гвинти фіксуючі (корпусні),0,,,
U.144.000-011,Google Pixel 7 Pro,Гвинти фіксуючі (корпусні),0,,,
U.014.000-006,Google Pixel 9 a,Вібро-мотор,0,,,
U.014.000-010,Google Pixel 9,Вібро-мотор,0,,,
U.014.000-008,Google Pixel 2 XL,Вібро-мотор,0,,,
U.076.000-011,Google Pixel 9 a,Шлейф модулю Bluetooth/NFC,0,,,
U.023.000-064,Google Pixel 9 a,Дисплейний модуль,0,,,
U.024.000-032,Google Pixel 9 a,Кришка корпусу задня з обвісом,0,,,
U.025.000-023,Google Pixel 9 a,Камера основна без лідару,0,,,
U.027.000-011,Google Pixel 9 a,Камера фронтальна з FaceID,0,,,
U.025.000-024,Google Pixel 9 a,Камера основна без лідару,0,,,
U.043.000-013,Google Pixel 9 a,Лоток SIM,0,,,
U.009.000-082,Google Pixel 9 a,АКБ з калібруванням,0,,,
U.035.000-021,Google Pixel 9 a,Комплект скла основної камери,0,,,
U.021.000-018,Google Pixel 9 a,Динамік верхній (Speaker),0,,,
U.021.000-021,Google Pixel 9,Динамік верхній (Speaker),0,,,
U.021.000-022,Google Pixel 9 Pro,Динамік верхній (Speaker),0,,,
U.021.000-023,Google Pixel 9 Pro XL,Динамік верхній (Speaker),0,,,
U.021.000-024,,Динамік верхній (Speaker),0,,,
U.021.000-025,Google Pixel 9 Pro Fold,Динамік верхній (Speaker),0,,,
U.022.000-019,Google Pixel 9,Динамік нижній (Buzzer),0,,,
U.022.000-020,Google Pixel 9 Pro,Динамік нижній (Buzzer),0,,,
U.022.000-021,Google Pixel 9 Pro XL,Динамік нижній (Buzzer),0,,,
U.022.000-022,Google Pixel 9 a,Динамік нижній (Buzzer),0,,,
U.022.000-023,Google Pixel 9 Pro Fold,Динамік нижній (Buzzer),0,,,
U.022.000-024,Google Pixel 10 Pro XL,Динамік нижній (Buzzer),0,,,
U.023.000-071,Google Pixel 9 a,Дисплейний модуль,0,,,
U.025.000-025,Google Pixel 9 a,Камера основна без лідару,0,,,
U.025.000-028,Google Pixel 9 Pro Fold,Камера основна без лідару,0,,,
U.025.000-029,Google Pixel 10,Камера основна без лідару,0,,,
U.023.000-029,Google Pixel Fold,Дисплейний модуль,0,,,
U.052.000-022,Google Pixel Fold,Рамка основної камери,0,,,
U.081.000-050,Google Pixel Fold,Кришка корпусу задня без обвісу,0,,,
U.126.000-001,"MacBook Air 13""",Коробка під MacBook,0,,,
U.126.000-002,"MacBook Air 13""",Коробка під MacBook,0,,,
U.061.000-040,Samsung Galaxy S22,Скло дисплейного модулю,0,,,
U.027.000-010,Samsung Galaxy S23,Камера фронтальна з FaceID,0,,,
U.061.000-047,Samsung Galaxy S23,Скло дисплейного модулю,0,,,
U.026.000-018,Samsung Galaxy S23,Камера основна з лідаром,0,,,
U.009.000-088,Samsung Galaxy S23,АКБ з калібруванням,0,,,
U.009.000-083,Samsung Galaxy S23 FE,АКБ з калібруванням,0,,,
U.022.000-025,Samsung Galaxy S23 Ultra,Динамік нижній (Buzzer),0,,,
U.021.000-027,,Динамік верхній (Speaker),0,,,
U.022.000-026,,Динамік нижній (Buzzer),0,,,
U.061.000-048,Samsung Galaxy S23 Ultra,Скло дисплейного модулю,0,,,
U.023.000-070,Samsung Galaxy S23 Ultra,Дисплейний модуль,0,,,
U.022.000-017,Samsung Galaxy S23 Ultra,Динамік нижній (Buzzer),0,,,
